strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count
A/GHANA/FS1591/2009		A	H3N2	2009		virus_only	11	0
A/GHANA/FS1633/2012		A	H3N2	2012		virus_only	11	0
A/GHANA/FS1914/2009		A	H3N2	2009		virus_only	6	0
A/GHANA/FS1918/2009		A	H3N2	2009		virus_only	6	0
A/GHANA/FS2240/2009		A	H3N2	2009		virus_only	11	0
A/GHANA/FS2355/2009		A	H3N2	2009		virus_only	11	0
A/GHANA/FS271/2010		A	H3N2	2010		virus_only	14	0
A/GHANA/FS376/2010		A	H3N2	2010		virus_only	14	0
A/GHANA/FS464/2010		A	H3N2	2010		virus_only	14	0
A/GHANA/FS467/2010		A	H3N2	2010		virus_only	14	0
A/GHAZIVIN/9/2009		A	H3N2	2009		virus_only	9	0
A/GHOM/9677/2011		A	H3N2	2011		virus_only	18	0
A/GIBRALTAR/SB226/2009		A	H3N2	2009		virus_only	9	0
A/GIBRALTAR/SB252/2009		A	H3N2	2009		virus_only	9	0
A/GIFU/46/2014		A	H3N2	2014		virus_only	10	0
A/GIRESUN/231/2014		A	H3N2	2014		virus_only	18	0
A/GIRONA/111/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/112/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/135/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/40/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/41/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/45/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/69/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/70/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/81/2003		A	H3N2	2003		virus_only	7	0
A/GIRONA/82/2003		A	H3N2	2003		virus_only	7	0
A/GLASGOW/400097/2015		A	H3N2	2015		virus_only	11	0
A/GLASGOW/401678/2015		A	H3N2	2015		virus_only	11	0
A/GLASGOW/407581/2012		A	H3N2	2012		virus_only	10	0
A/GLASGOW/407585/2012		A	H3N2	2012		virus_only	10	0
A/GLASGOW/407664		A	H3N2			virus_only	10	0
A/GLASGOW/407665/2012		A	H3N2	2012		virus_only	10	0
A/GLASGOW/4144/2014		A	H3N2	2014		virus_only	12	0
A/GLASGOW/4165/2014		A	H3N2	2014		virus_only	22	0
A/GLASGOW/RVL2/2012		A	H3N2	2012		virus_only	11	0
A/GLASGOW/RVL5/2012		A	H3N2	2012		virus_only	20	0
A/GLASGOW/RVL6/2012		A	H3N2	2012		virus_only	11	0
A/GLASGOW/RVL7/2012		A	H3N2	2012		virus_only	11	0
A/GLASGOW/RVL8/2012		A	H3N2	2012		virus_only	11	0
A/GMILANOVAC/277/2009		A	H3N2	2009		virus_only	11	0
A/GOMEL/1613/2012		A	H3N2	2012		virus_only	10	0
A/GOMEL/1692/2012		A	H3N2	2012		virus_only	10	0
A/GORNJIMILANOVAC/303/2007		A	H3N2	2007		virus_only	11	0
A/GORNOALTAYSK/1/2016		A	H3N2	2016		virus_only	12	0
A/GOROKA/8/1990		A	H3N2	1990		virus_only	8	0
A/GOTEBERG/2/1998		A	H3N2	1998		virus_only	6	0
A/GOTEBORG/1/1993		A	H3N2	1993		virus_only	8	0
A/GOTEBORG/1/1999		A	H3N2	1999		virus_only	6	0
A/GOTEBORG/1/2002		A	H3N2	2002		virus_only	6	0
A/GOTEBORG/1/2003		A	H3N2	2003		virus_only	8	0
A/GOTEBORG/1/2004		A	H3N2	2004		virus_only	6	0
A/GOTEBORG/2/1993		A	H3N2	1993		virus_only	6	0
A/GOTEBORG/2/1995		A	H3N2	1995		virus_only	6	0
A/GOTEBORG/2/1997		A	H3N2	1997		virus_only	6	0
A/GOTEBORG/2/2002		A	H3N2	2002		virus_only	6	0
A/GOTEBORG/3/1993		A	H3N2	1993		virus_only	5	0
A/GOTEBORG/3/1995		A	H3N2	1995		virus_only	5	0
A/GOTEBORG/3/1997		A	H3N2	1997		virus_only	6	0
A/GOTEBORG/3/1999		A	H3N2	1999		virus_only	5	0
A/GOTEBORG/3/2002		A	H3N2	2002		virus_only	8	0
A/GOTEBORG/4/1993		A	H3N2	1993		virus_only	5	0
A/GOTEBURG/1/1997		A	H3N2	1997		virus_only	6	0
A/GOTEBURG/1/2000		A	H3N2	2000		virus_only	6	0
A/GOTEBURG/2/2003		A	H3N2	2003		virus_only	6	0
A/GOTEBURG/3/2003		A	H3N2	2003		virus_only	6	0
A/GOTEBURG/4/2003		A	H3N2	2003		virus_only	6	0
A/GOTEBURG/6/1999		A	H3N2	1999		virus_only	6	0
A/GOTHENBORG/1/1994		A	H3N2	1994		virus_only	13	0
A/GOTHENBORG/1/1995		A	H3N2	1995		virus_only	6	0
A/GOTHENBURG/1/2010		A	H3N2	2010		virus_only	16	0
A/GOTHENBURG/3/2009		A	H3N2	2009		virus_only	11	0
A/GRANADA/134/1995		A	H3N2	1995		virus_only	5	0
A/GRANADA/1420/2003		A	H3N2	2003		virus_only	12	0
A/GRANADA/2/1996		A	H3N2	1996		virus_only	6	0
A/GRANADA/R192/1997		A	H3N2	1997		virus_only	6	0
A/GRANADA/RR1437/2003		A	H3N2	2003		virus_only	6	0
A/GRANADA/RR1438/2003		A	H3N2	2003		virus_only	6	0
A/GRANADA/RR1549/2003		A	H3N2	2003		virus_only	6	0
A/GRANADA/RR1759/2004		A	H3N2	2004		virus_only	17	0
A/GRANADA/RR1760/2004		A	H3N2	2004		virus_only	17	0
A/GRANADA/RR1761/2004		A	H3N2	2004		virus_only	17	0
A/GRANADA/RR1762/2004		A	H3N2	2004		virus_only	17	0
A/GRANADA/RR332/1998		A	H3N2	1998		virus_only	5	0
A/GRANADA/RR333/1998		A	H3N2	1998		virus_only	5	0
A/GRANADA/RR334/1998		A	H3N2	1998		virus_only	5	0
A/GRANADA/RR356/1998		A	H3N2	1998		virus_only	5	0
A/GRANADA/RR359/1998		A	H3N2	1998		virus_only	5	0
A/GRANADA/RR440/1999		A	H3N2	1999		virus_only	5	0
A/GREECE/1/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/1/2014		A	H3N2	2014		virus_only	10	0
A/GREECE/10/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/104/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/109/2003		A	H3N2	2003		virus_only	5	0
A/GREECE/110/2000		A	H3N2	2000		virus_only	6	0
A/GREECE/12/2014		A	H3N2	2014		virus_only	20	0
A/GREECE/1430/2018		A	H3N2	2018		virus_only	8	0
A/GREECE/145119/2019		A	H3N2	2019		virus_only	8	0
A/GREECE/17/2015		A	H3N2	2015		virus_only	11	0
A/GREECE/20/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/21/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/22/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/2263/2014		A	H3N2	2014		virus_only	11	0
A/GREECE/261/2015		A	H3N2	2015		virus_only	11	0
A/GREECE/28/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/327/2015		A	H3N2	2015		virus_only	11	0
A/GREECE/35/2017		A	H3N2	2017		virus_only	12	0
A/GREECE/357/2019		A	H3N2	2019		virus_only	8	0
A/GREECE/46/2003		A	H3N2	2003		virus_only	5	0
A/GREECE/47/2003		A	H3N2	2003		virus_only	5	0
A/GREECE/51/2003		A	H3N2	2003		virus_only	5	0
A/GREECE/51/2015		A	H3N2	2015		virus_only	11	0
A/GREECE/624/2006		A	H3N2	2006		virus_only	10	0
A/GREECE/69/2000		A	H3N2	2000		virus_only	6	0
A/GREECE/71/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/726/2016		A	H3N2	2016		virus_only	12	0
A/GREECE/8/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/83/2003		A	H3N2	2003		virus_only	6	0
A/GREECE/87/2003		A	H3N2	2003		virus_only	5	0
A/GREECE/90/2000		A	H3N2	2000		virus_only	6	0
A/GREECE/94/2006		A	H3N2	2006		virus_only	10	0
A/GREENLAND/4/1996		A	H3N2	1996		virus_only	6	0
A/GREIFSWALD/1/1992		A	H3N2	1992		virus_only	8	0
A/GREIFSWALD/2/1990		A	H3N2	1990		virus_only	7	0
A/GREIFSWALD/2/1992		A	H3N2	1992		virus_only	7	0
A/GREIFSWALD/3/1990		A	H3N2	1990		virus_only	7	0
A/GRENADA/48/1996		A	H3N2	1996		virus_only	6	0
A/GRENADA/67/1996		A	H3N2	1996		virus_only	6	0
A/GRENADA/76/1996		A	H3N2	1996		virus_only	6	0
A/GRENADA/86/1996		A	H3N2	1996		virus_only	6	0
A/GRENADA/88/1996		A	H3N2	1996		virus_only	6	0
A/GRENADA/R195		A	H3N2			virus_only	6	0
A/GRENADA/R198/1997		A	H3N2	1997		virus_only	6	0
A/GRENOBLE/1144/2009		A	H3N2	2009		virus_only	18	0
A/GRENOBLE/1500/2018		A	H3N2	2018		virus_only	8	0
A/GRENOBLE/185/2020		A	H3N2	2020		virus_only	9	0
A/GREVENA/143/2000		A	H3N2	2000		virus_only	6	0
A/GROZNY/RII3/2019		A	H3N2	2019		virus_only	9	0
A/GTEBORG/2/2005		A	H3N2	2005		virus_only	8	0
A/GUADALAJARA/G1490/2003		A	H3N2	2003		virus_only	6	0
A/GUADALAJARA/G1511/2003		A	H3N2	2003		virus_only	6	0
A/GUADELOUPE/202/2010#NEW		A	H3N2			virus_only	10	0
A/GUADELOUPE/36528/1996		A	H3N2	1996		virus_only	5	0
A/GUADELOUPE/37529/1996		A	H3N2	1996		virus_only	5	0
A/GUADELOUPE/38530/1996		A	H3N2	1996		virus_only	5	0
A/GUADELOUPE/40532/1996		A	H3N2	1996		virus_only	5	0
A/GUADELOUPE/41533/1996		A	H3N2	1996		virus_only	5	0
A/GUADELOUPE/48540/1996		A	H3N2	1996		virus_only	5	0
A/GUANGDONG/27/1992		A	H3N2	1992		virus_only	8	0
A/GUANGDONGHAIZHU/1510/2014		A	H3N2	2014		virus_only	11	0
A/GUANGXIBABU/1913/2018		A	H3N2	2018		virus_only	8	0
A/GUANGXIQINNAN/1590/2019		A	H3N2	2019		virus_only	10	0
A/GUATEMALA/199/2011		A	H3N2	2011		virus_only	4	0
A/GUIZHOUNANMING/1958/2018		A	H3N2	2018		virus_only	12	0
A/GUIZHOUQINGZHEN/1968/2016		A	H3N2	2016		virus_only	12	0
A/GUIZHOUXINYI/1799/2014		A	H3N2	2014		virus_only	10	0
A/GUMUSHANE/1211/2014@11		A	H3N2			virus_only	11	0
A/GUMUSHANE/150/2014		A	H3N2	2014		virus_only	9	0
A/GUMUSHANE/154/2014		A	H3N2	2014		virus_only	9	0
A/GUNMA/16/2005		A	H3N2	2005		virus_only	11	0
A/GUYANE/1/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/12/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/1296/2012@A/GUADELOUPE/44/2012		A	H3N2	2012		virus_only	10	0
A/GUYANE/1297/2012@A/GUADELOUPE/45/2012		A	H3N2	2012		virus_only	10	0
A/GUYANE/15/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/17/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/1742/2015		A	H3N2	2015		virus_only	11	0
A/GUYANE/1746/1998		A	H3N2	1998		virus_only	5	0
A/GUYANE/1747/1998		A	H3N2	1998		virus_only	5	0
A/GUYANE/1749/2015		A	H3N2	2015		virus_only	11	0
A/GUYANE/1750/2015		A	H3N2	2015		virus_only	11	0
A/GUYANE/2/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/3/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/4/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/42534/1996		A	H3N2	1996		virus_only	5	0
A/GUYANE/43535/1996		A	H3N2	1996		virus_only	5	0
A/GUYANE/44536/1996		A	H3N2	1996		virus_only	5	0
A/GUYANE/47539/1996		A	H3N2	1996		virus_only	5	0
A/GUYANE/5/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/51/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/52/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/53/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/54/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/55/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/56/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/59/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/6/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/6/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/60/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/61/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/62/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/63/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/64/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/644/1998#ORIGINAL		A	H3N2			virus_only	5	0
A/GUYANE/66/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/67/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/68/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/7/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/8/1997		A	H3N2	1997		virus_only	6	0
A/GUYANE/9/1996		A	H3N2	1996		virus_only	6	0
A/GUYANE/9/1997		A	H3N2	1997		virus_only	6	0
A/GWANGIU/897/2007		A	H3N2	2007		virus_only	30	0
A/GYEONGBUK/1039/2018		A	H3N2	2018		virus_only	9	0
A/GYEONGBUK/986/2007		A	H3N2	2007		virus_only	20	0
A/GYEONGBUK/989/2007		A	H3N2	2007		virus_only	20	0
A/GYEONGGI/884/2007		A	H3N2	2007		virus_only	20	0
A/GYEONGGI/979/2007		A	H3N2	2007		virus_only	20	0
A/GYEONGNAM/780/2007		A	H3N2	2007		virus_only	20	0
A/GYEONGNAM/828/2007		A	H3N2	2007		virus_only	20	0
A/HAMBURG/1/1992		A	H3N2	1992		virus_only	7	0
A/HAMBURG/1/1995		A	H3N2	1995		virus_only	5	0
A/HAMBURG/1/2002		A	H3N2	2002		virus_only	8	0
A/HAMBURG/1/2006		A	H3N2	2006		virus_only	8	0
A/HAMBURG/1/2012		A	H3N2	2012		virus_only	9	0
A/HAMBURG/1/2014		A	H3N2	2014		virus_only	9	0
A/HAMBURG/28/1999		A	H3N2	1999		virus_only	5	0
A/HAMBURG/29/1999		A	H3N2	1999		virus_only	5	0
A/HAMBURG/3/2007		A	H3N2	2007		virus_only	10	0
A/HAMBURG/4/1999		A	H3N2	1999		virus_only	6	0
A/HAMBURG/6/1999		A	H3N2	1999		virus_only	6	0
A/HAMBURG/62/2000		A	H3N2	2000		virus_only	5	0
A/HANNOVER/1/1992		A	H3N2	1992		virus_only	7	0
A/HANNOVER/1/1993		A	H3N2	1993		virus_only	7	0
A/HANNOVER/1/1994		A	H3N2	1994		virus_only	6	0
A/HANNOVER/1/1995		A	H3N2	1995		virus_only	6	0
A/HANNOVER/1/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/1/1997		A	H3N2	1997		virus_only	6	0
A/HANNOVER/10/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/10/2000		A	H3N2	2000		virus_only	5	0
A/HANNOVER/10/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/11/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/11/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/11/2003		A	H3N2	2003		virus_only	5	0
A/HANNOVER/12/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/12/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/12/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/13/1990		A	H3N2	1990		virus_only	6	0
A/HANNOVER/131/2003		A	H3N2	2003		virus_only	7	0
A/HANNOVER/14/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/14/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/15/1990		A	H3N2	1990		virus_only	6	0
A/HANNOVER/15/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/15/1999		A	H3N2	1999		virus_only	6	0
A/HANNOVER/15/2003		A	H3N2	2003		virus_only	5	0
A/HANNOVER/153/2003		A	H3N2	2003		virus_only	7	0
A/HANNOVER/154/2003		A	H3N2	2003		virus_only	7	0
A/HANNOVER/155/2003		A	H3N2	2003		virus_only	7	0
A/HANNOVER/16/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/17/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/17/1999		A	H3N2	1999		virus_only	6	0
A/HANNOVER/170/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/171/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/176/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/178/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/18/1990		A	H3N2	1990		virus_only	6	0
A/HANNOVER/18/1999		A	H3N2	1999		virus_only	6	0
A/HANNOVER/19/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/19/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/19/1999		A	H3N2	1999		virus_only	6	0
A/HANNOVER/2/1991		A	H3N2	1991		virus_only	7	0
A/HANNOVER/2/1992		A	H3N2	1992		virus_only	7	0
A/HANNOVER/2/1993		A	H3N2	1993		virus_only	6	0
A/HANNOVER/2/1995		A	H3N2	1995		virus_only	6	0
A/HANNOVER/2/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/208/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/212/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/218/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/23/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/235/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/236/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/244/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/27/2002		A	H3N2	2002		virus_only	6	0
A/HANNOVER/28/2002		A	H3N2	2002		virus_only	6	0
A/HANNOVER/3/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/3/1993		A	H3N2	1993		virus_only	6	0
A/HANNOVER/3/1995		A	H3N2	1995		virus_only	6	0
A/HANNOVER/3/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/3/2004		A	H3N2	2004		virus_only	6	0
A/HANNOVER/30/2002		A	H3N2	2002		virus_only	6	0
A/HANNOVER/31/2002		A	H3N2	2002		virus_only	6	0
A/HANNOVER/39/1998#ORIGINAL		A	H3N2			virus_only	4	0
A/HANNOVER/4/1993		A	H3N2	1993		virus_only	6	0
A/HANNOVER/4/1995		A	H3N2	1995		virus_only	6	0
A/HANNOVER/4/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/4/2000		A	H3N2	2000		virus_only	5	0
A/HANNOVER/4/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/40/2000		A	H3N2	2000		virus_only	6	0
A/HANNOVER/42/1989		A	H3N2	1989		virus_only	7	0
A/HANNOVER/42/1998#ORIGINAL		A	H3N2			virus_only	4	0
A/HANNOVER/43/1989		A	H3N2	1989		virus_only	7	0
A/HANNOVER/43/1998#ORIGINAL		A	H3N2			virus_only	4	0
A/HANNOVER/44/1989		A	H3N2	1989		virus_only	7	0
A/HANNOVER/46/2000		A	H3N2	2000		virus_only	6	0
A/HANNOVER/47/2000		A	H3N2	2000		virus_only	6	0
A/HANNOVER/5/1993		A	H3N2	1993		virus_only	6	0
A/HANNOVER/5/1995		A	H3N2	1995		virus_only	6	0
A/HANNOVER/5/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/5/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/5/2003		A	H3N2	2003		virus_only	5	0
A/HANNOVER/52/1998		A	H3N2	1998		virus_only	4	0
A/HANNOVER/55/1998#ORIGINAL		A	H3N2			virus_only	4	0
A/HANNOVER/6/1992		A	H3N2	1992		virus_only	8	0
A/HANNOVER/6/1997		A	H3N2	1997		virus_only	5	0
A/HANNOVER/6/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/6/2003		A	H3N2	2003		virus_only	5	0
A/HANNOVER/60/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/61/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/62/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/65/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/66/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/68/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/69/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/7/1998		A	H3N2	1998		virus_only	5	0
A/HANNOVER/71/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/73/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/76/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/8/1996		A	H3N2	1996		virus_only	6	0
A/HANNOVER/8/2000		A	H3N2	2000		virus_only	5	0
A/HANNOVER/8/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/8/2003		A	H3N2	2003		virus_only	5	0
A/HANNOVER/84/1999		A	H3N2	1999		virus_only	5	0
A/HANNOVER/9/1990		A	H3N2	1990		virus_only	7	0
A/HANNOVER/9/2000		A	H3N2	2000		virus_only	5	0
A/HANNOVER/9/2002		A	H3N2	2002		virus_only	7	0
A/HANNOVER/94/2003		A	H3N2	2003		virus_only	5	0
A/HARBIN/15/1992		A	H3N2	1992		virus_only	6	0
A/HATAY/141/2015@50		A	H3N2			virus_only	11	0
A/HATAY/2314/2014@42		A	H3N2			virus_only	11	0
A/HATAY/367/2014		A	H3N2	2014		virus_only	18	0
A/HAUTENORMANDIE/085/2019		A	H3N2	2019		virus_only	8	0
A/HAUTENORMANDIE/1087/2014		A	H3N2	2014		virus_only	9	0
A/HAUTENORMANDIE/2022/2012		A	H3N2	2012		virus_only	55	0
A/HAWAII/22/2012@NIB80A		A	H3N2			virus_only	11	0
A/HAWAII/22/2012@NIB80B		A	H3N2			virus_only	11	0
A/HAWAII/22/2012@NIB80C		A	H3N2			virus_only	11	0
A/HAWAII/22/2012@NIB80F		A	H3N2			virus_only	11	0
A/HENANXIGONG/11041/2014		A	H3N2	2014		virus_only	10	0
A/HESSEN/1/2000		A	H3N2	2000		virus_only	5	0
A/HESSEN/1/2014		A	H3N2	2014		virus_only	9	0
A/HESSEN/12/1998#ORIGINAL		A	H3N2			virus_only	4	0
A/HESSEN/14/2017		A	H3N2	2017		virus_only	12	0
A/HESSEN/2/2000		A	H3N2	2000		virus_only	5	0
A/HESSEN/23/2002		A	H3N2	2002		virus_only	6	0
A/HESSEN/34/2019		A	H3N2	2019		virus_only	8	0
A/HESSEN/4/2014		A	H3N2	2014		virus_only	9	0
A/HESSEN/42/2019		A	H3N2	2019		virus_only	7	0
A/HESSEN/5/2010		A	H3N2	2010		virus_only	7	0
A/HESSEN/56/2019		A	H3N2	2019		virus_only	7	0
A/HESSEN/6/2000		A	H3N2	2000		virus_only	5	0
A/HESSEN/6/2007		A	H3N2	2007		virus_only	19	0
A/HIROSHIMA/182/2000		A	H3N2	2000		virus_only	6	0
A/HIROSHIMA/39/2004		A	H3N2	2004		virus_only	7	0
A/HIROSHIMA/9/2000		A	H3N2	2000		virus_only	6	0
A/HIROSHIMA/C174/1999		A	H3N2	1999		virus_only	6	0
A/HIROSHIMA/C86/1997		A	H3N2	1997		virus_only	6	0
A/HIROSHIMAC/53/2011		A	H3N2	2011		virus_only	9	0
A/HIROSHINAC/53/2011		A	H3N2	2011		virus_only	9	0
A/HMELNIZK/4175/2010		A	H3N2	2010		virus_only	8	0
A/HODONIN/34/2007		A	H3N2	2007		virus_only	20	0
A/HOKKAIDO/6/2015		A	H3N2	2015		virus_only	10	0
A/HOKKAIDO/91/1999		A	H3N2	1999		virus_only	6	0
A/HONGKONG/1/1968		A	H3N2	1968		virus_only	21	0
A/HONGKONG/1/1992		A	H3N2	1992		virus_only	15	0
A/HONGKONG/1/1993		A	H3N2	1993		virus_only	7	0
A/HONGKONG/1/1997		A	H3N2	1997		virus_only	6	0
A/HONGKONG/1036/2013		A	H3N2	2013		virus_only	24	0
A/HONGKONG/1044/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1045/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1047/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1050/2008		A	H3N2	2008		virus_only	2	0
A/HONGKONG/107/2005		A	H3N2	2005		virus_only	7	0
A/HONGKONG/11/1998		A	H3N2	1998		virus_only	5	0
A/HONGKONG/1100/2018		A	H3N2	2018		virus_only	8	0
A/HONGKONG/1110/2018		A	H3N2	2018		virus_only	8	0
A/HONGKONG/114/2004		A	H3N2	2004		virus_only	6	0
A/HONGKONG/1140/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1143/2002		A	H3N2	2002		virus_only	5	0
A/HONGKONG/1146/2002		A	H3N2	2002		virus_only	5	0
A/HONGKONG/1159/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1160/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1173/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/1174/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/11743/2015		A	H3N2	2015		virus_only	11	0
A/HONGKONG/1186/2003		A	H3N2	2003		virus_only	8	0
A/HONGKONG/12/2014		A	H3N2	2014		virus_only	9	0
A/HONGKONG/120/2017		A	H3N2	2017		virus_only	12	0
A/HONGKONG/1205/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1218/2000		A	H3N2	2000		virus_only	6	0
A/HONGKONG/1221/1999		A	H3N2	1999		virus_only	5	0
A/HONGKONG/1227/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1244/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1251/2001		A	H3N2	2001		virus_only	6	0
A/HONGKONG/1254/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1256/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1261/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1262/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1264/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1269/2001		A	H3N2	2001		virus_only	6	0
A/HONGKONG/1270/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1272/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/1291/2000		A	H3N2	2000		virus_only	6	0
A/HONGKONG/13/1998		A	H3N2	1998		virus_only	5	0
A/HONGKONG/1307/2001		A	H3N2	2001		virus_only	8	0
A/HONGKONG/1312/2002		A	H3N2	2002		virus_only	5	0
A/HONGKONG/1318/2000		A	H3N2	2000		virus_only	6	0
A/HONGKONG/1319/2000		A	H3N2	2000		virus_only	6	0
A/HONGKONG/1326/2000		A	H3N2	2000		virus_only	8	0
A/HONGKONG/136/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/137/2003		A	H3N2	2003		virus_only	9	0
A/HONGKONG/137/2005		A	H3N2	2005		virus_only	7	0
A/HONGKONG/1399/2000		A	H3N2	2000		virus_only	8	0
A/HONGKONG/14/1992		A	H3N2	1992		virus_only	7	0
A/HONGKONG/1418/2000		A	H3N2	2000		virus_only	8	0
A/HONGKONG/1420/2000		A	H3N2	2000		virus_only	8	0
A/HONGKONG/1481/1999		A	H3N2	1999		virus_only	7	0
A/HONGKONG/1495/1999		A	H3N2	1999		virus_only	20	0
A/HONGKONG/1496/1999		A	H3N2	1999		virus_only	20	0
