query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file
A/GHANA/DARI13111/2013	A/Ghana/DARI-13-111/2013	EPI_ISL_153158	2013-07-19	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0319/2013	A/Ghana/DILI-0319/2013	EPI_ISL_145464	2013-04-19	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0321/2013	A/Ghana/DILI-0321/2013	EPI_ISL_145466	2013-04-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0405/2012	A/Ghana/DILI-0405/2012	EPI_ISL_136374	2012-08-02	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0428/2014	A/Ghana/DILI-0428/2014	EPI_ISL_166221	2014-05-02	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0443/2013	A/Ghana/DILI-0443/2013	EPI_ISL_145463	2013-06-13	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0467/2013	A/Ghana/DILI-0467/2013	EPI_ISL_145462	2013-06-20	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0479/2014	A/Ghana/DILI-0479/2014	EPI_ISL_166222	2014-05-19	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0483/2014	A/Ghana/DILI-0483/2014	EPI_ISL_166223	2014-05-20	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0522/2014	A/Ghana/DILI-0522/2014	EPI_ISL_166224	2014-06-02	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0658/2014	A/Ghana/DILI-0658/2014	EPI_ISL_166225	2014-07-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI0659/2014	A/Ghana/DILI-0659/2014	EPI_ISL_166226	2014-07-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13619/2013	A/Ghana/DILI-13-619/2013	EPI_ISL_153159	2013-08-14	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13620/2013	A/Ghana/DILI-13-620/2013	EPI_ISL_153160	2013-08-14	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13694/2013	A/Ghana/DILI-13-694/2013	EPI_ISL_153162	2013-09-18	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13701/2013	A/Ghana/DILI-13-701/2013	EPI_ISL_153163	2013-09-20	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13702/2013	A/Ghana/DILI-13-702/2013	EPI_ISL_153164	2013-09-23	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13704/2013	A/Ghana/DILI-13-704/2013	EPI_ISL_153165	2013-09-24	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13726/2013	A/Ghana/DILI-13-726/2013	EPI_ISL_153166	2013-09-24	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI13775/2013	A/Ghana/DILI-13-775/2013	EPI_ISL_153168	2013-10-08	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI140659/2014	A/Ghana/DILI-14-0659/2014	EPI_ISL_175023	2014-07-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI141010/2014	A/Ghana/DILI-14-1010/2014	EPI_ISL_175024	2014-10-30	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI141014/2014	A/Ghana/DILI-14-1014/2014	EPI_ISL_175025	2014-11-04	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI141152/2014	A/Ghana/DILI-14-1152/2014	EPI_ISL_175026	2014-12-10	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI150233/2015	A/Ghana/DILI-15-0233/2015	EPI_ISL_191771	2015-03-16	Africa / Ghana	Human	gisaid_meta_2015-2016.xls
A/GHANA/DILI495/2013	A/Ghana/DILI-495/2013	EPI_ISL_145483	2013-06-28	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI498/2013	A/Ghana/DILI-498/2013	EPI_ISL_145484	2013-07-01	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI515/2013	A/Ghana/DILI-515/2013	EPI_ISL_145460	2013-07-08	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/DILI518/2013	A/Ghana/DILI-518/2013	EPI_ISL_145459	2013-07-09	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS0373/2013	A/Ghana/FS-0373/2013	EPI_ISL_145485	2013-04-04	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS0514/2014	A/Ghana/FS-0514/2014	EPI_ISL_166227	2014-05-17	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS104723/2010	A/Ghana/FS-10-4723/2010	EPI_ISL_90604	2010-02-12	Africa / Ghana	Human	gisaid_meta_2010.xls
A/GHANA/FS104745/2010	A/Ghana/FS-10-4745/2010	EPI_ISL_90605	2010-10-12	Africa / Ghana	Human	gisaid_meta_2010.xls
A/GHANA/FS11041/2011	A/Ghana/FS-11-041/2011	EPI_ISL_90646	2011-01-12	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS111037/2011	A/Ghana/FS-11-1037/2011	EPI_ISL_94718	2011-06-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS11132/2011	A/Ghana/FS-11-132/2011	EPI_ISL_90603	2011-01-17	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS111981/2011	A/Ghana/FS-11-1981/2011	EPI_ISL_103275	2011-11-22	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS120677/2012	A/Ghana/FS-12-0677/2012	EPI_ISL_128048	2012-05-28	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS131065/2013	A/Ghana/FS-13-1065/2013	EPI_ISL_153171	2013-11-05	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS13951/2013	A/Ghana/FS-13-951/2013	EPI_ISL_153172	2013-09-20	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS13951/2013	A/Ghana/FS-13-951/2013	EPI_ISL_158834	2013-09-20	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHANA/FS150185/2015	A/Ghana/FS-15-0185/2015	EPI_ISL_191774	2015-03-20	Africa / Ghana	Human	gisaid_meta_2015-2016.xls
A/GHANA/FS1633/2012	A/Ghana/FS-1633/2012	EPI_ISL_138470	2012-12-12	Africa / Ghana	Human	gisaid_meta_2011-2014.xls
A/GHAZIVIN/9/2009	A/Ghazivin/9/2009	EPI_ISL_60038	2008-12-25	Asia / Iran, Islamic Republic of	Human	gisaid_meta_2010.xls
A/GIBRALTAR/SB226/2009	A/Gibraltar/SB226/2009	EPI_ISL_186281	2009-09-22	Europe / Gibraltar	Human	gisaid_meta_2010.xls
A/GIBRALTAR/SB226/2009	A/Gibraltar/SB226/2009	EPI_ISL_77114	2009-09-22	Europe / United Kingdom	Human	gisaid_meta_2010.xls
A/GIBRALTAR/SB252/2009	A/Gibraltar/SB252/2009	EPI_ISL_186851	2009-10-07	Europe / Gibraltar	Human	gisaid_meta_2010.xls
A/GIBRALTAR/SB252/2009	A/Gibraltar/SB252/2009	EPI_ISL_77115	2009-10-07	Europe / United Kingdom	Human	gisaid_meta_2010.xls
A/GIFU/46/2014	A/GIFU/46/2014	EPI_ISL_169186	2014-09-09	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/GIFU/46/2014	A/Gifu/46/2014	EPI_ISL_197499	2014-12-12	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/GIFU/46/2014	A/Gifu/46/2014	EPI_ISL_197540	2014-12-12	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/GIFU/46/2014	A/Gifu/46/2014	EPI_ISL_201686	2014-09-09	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/GLASGOW/400097/2015	A/Glasgow/400097/2015	EPI_ISL_175028	2015-01-02	Europe / United Kingdom	Human	gisaid_meta_2015-2016.xls
A/GLASGOW/401678/2015	A/Glasgow/401678/2015	EPI_ISL_175032	2015-01-07	Europe / United Kingdom	Human	gisaid_meta_2015-2016.xls
A/GLASGOW/RVL2/2012	A/Glasgow/RVL2/2012	EPI_ISL_138471	2012-12-19	Europe / United Kingdom	Human	gisaid_meta_2011-2014.xls
A/GLASGOW/RVL6/2012	A/Glasgow/RVL6/2012	EPI_ISL_138472	2012-12-21	Europe / United Kingdom	Human	gisaid_meta_2011-2014.xls
A/GLASGOW/RVL7/2012	A/Glasgow/RVL7/2012	EPI_ISL_138473	2012-12-21	Europe / United Kingdom	Human	gisaid_meta_2011-2014.xls
A/GLASGOW/RVL8/2012	A/Glasgow/RVL8/2012	EPI_ISL_138474	2012-12-21	Europe / United Kingdom	Human	gisaid_meta_2011-2014.xls
A/GORNOALTAYSK/1/2016	A/Gorno-Altaysk/1/2016	EPI_ISL_256069	2016-12-13	Europe / Russian Federation	Human	gisaid_meta_2015-2016.xls
A/GRANADA/1420/2003	A/GRANADA/1420/2003	EPI_ISL_18226	2003	Europe / Spain / Andalusia / Granada	Human	gisaid_meta_2010.xls
A/GREECE/1/2014	A/Greece/1/2014	EPI_ISL_172368	2014-12-28	Europe / Greece	Human	gisaid_meta_2011-2014.xls
A/GREECE/1430/2018	A/Greece/1430/2018	EPI_ISL_355040	2018	Europe / Greece	Human	gisaid_meta_2018.xls
A/GREECE/145119/2019	A/Greece/1451/19/2019	EPI_ISL_355041	2019-03-15	Europe / Greece	Human	gisaid_meta_2019.xls
A/GREECE/17/2015	A/Greece/17/2015	EPI_ISL_179323	2015-01-02	Europe / Greece	Human	gisaid_meta_2015-2016.xls
A/GREECE/2263/2014	A/Greece/2263/2014	EPI_ISL_179325	2014	Europe / Greece	Human	gisaid_meta_2011-2014.xls
A/GREECE/261/2015	A/Greece/261/2015	EPI_ISL_179326	2015-01-20	Europe / Greece	Human	gisaid_meta_2015-2016.xls
A/GREECE/327/2015	A/Greece/327/2015	EPI_ISL_179328	2015-01-21	Europe / Greece	Human	gisaid_meta_2015-2016.xls
A/GREECE/35/2017	A/Greece/35/2017	EPI_ISL_16706697	2017	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/35/2017	A/Greece/35/2017	EPI_ISL_16891363	2017	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/35/2017	A/Greece/35/2017	EPI_ISL_256023	2017-01-10	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/35/2017	A/Greece/35/2017	EPI_ISL_259660	2017-01-10	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/357/2019	A/Greece/357/2019	EPI_ISL_355045	2019-02-04	Europe / Greece	Human	gisaid_meta_2019.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_257379	2017-01-02	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_273134	2017-01-02	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_275853	2017-01-02	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_275855	2017	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_277878	2017	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/4/2017	A/Greece/4/2017	EPI_ISL_291278	2017	Europe / Greece	Human	gisaid_meta_2017.xls
A/GREECE/726/2016	A/Greece/726/2016	EPI_ISL_257380	2016-12-19	Europe / Greece	Human	gisaid_meta_2015-2016.xls
A/GRENOBLE/1500/2018	A/Grenoble/1500/2018	EPI_ISL_314664	2018-03-19	Europe / France	Human	gisaid_meta_2018.xls
A/GRENOBLE/185/2020	A/Grenoble/185/2020	EPI_ISL_498323	2020-01-10	Europe / France	Human	gisaid_meta_2020-21.xls
A/GRENOBLE/185/2020	A/Grenoble/185/2020	EPI_ISL_498324	2020-01-10	Europe / France	Human	gisaid_meta_2020-21.xls
A/GROZNY/RII3/2019	A/Grozny/RII-3/2019	EPI_ISL_364785	2019-02-18	Europe / Russian Federation	Human	gisaid_meta_2019.xls
A/GUADELOUPE/202/2010	A/GUADELOUPE/202/2010	EPI_ISL_88048	2010-11-30	North America / Guadeloupe	Human	gisaid_meta_2010.xls
A/GUADELOUPE/202/2010	A/Guadeloupe/202/2010	EPI_ISL_90607	2010-11-30	North America / Guadeloupe	Human	gisaid_meta_2010.xls
A/GUADELOUPE/202/2010	A/Guadeloupe/202/2010	EPI_ISL_99047	2010-11-30	North America / Guadeloupe	Human	gisaid_meta_2010.xls
A/GUADELOUPE/202/2010	A/Guadeloupe/202/2010	EPI_ISL_99048	2010-11-30	North America / Guadeloupe	Human	gisaid_meta_2010.xls
A/GUADELOUPE/202/2010	A/Guadeloupe/202/2010	EPI_ISL_99049	2010-11-30	North America / Guadeloupe	Human	gisaid_meta_2010.xls
A/GUANGDONGHAIZHU/1510/2014	A/Guangdong-Haizhu/1510/2014	EPI_ISL_168373	2014-06-25	Asia / China	Human	gisaid_meta_2011-2014.xls
A/GUANGXIBABU/1913/2018	A/Guangxi-Babu/1913/2018	EPI_ISL_334504	2018-10-29	Asia / China / Guangxi	Human	gisaid_meta_2018.xls
A/GUANGXIBABU/1913/2018	A/Guangxi-Babu/1913/2018	EPI_ISL_342260	2018-10-29	Asia / China	Human	gisaid_meta_2018.xls
A/GUANGXIQINNAN/1590/2019	A/Guangxi-Qinnan/1590/2019	EPI_ISL_13497568	2019-04-29	Asia / China / Guangxi	Human	gisaid_meta_2019.xls
A/GUANGXIQINNAN/1590/2019	A/Guangxi-Qinnan/1590/2019	EPI_ISL_367025	2019-04-29	Asia / China / Guangxi	Human	gisaid_meta_2019.xls
A/GUANGXIQINNAN/1590/2019	A/Guangxi-Qinnan/1590/2019	EPI_ISL_390035	2019-04-29	Asia / China	Human	gisaid_meta_2019.xls
A/GUANGXIQINNAN/1590/2019	A/Guangxi-Qinnan/1590/2019	EPI_ISL_391017	2019-04-29	Asia / China / Guangxi	Human	gisaid_meta_2019.xls
A/GUATEMALA/199/2011	A/Guatemala/199/2011	EPI_ISL_93779	2011-05-25	North America / Guatemala	Human	gisaid_meta_2011-2014.xls
A/GUIZHOUNANMING/1958/2018	A/Guizhou-Nanming/1958/2018	EPI_ISL_330015	2018-04-02	Asia / China	Human	gisaid_meta_2018.xls
A/GUIZHOUNANMING/1958/2018	A/Guizhou-Nanming/1958/2018	EPI_ISL_330930	2018-04-02	Asia / China	Human	gisaid_meta_2018.xls
A/GUIZHOUNANMING/1958/2018	A/Guizhou-Nanming/1958/2018	EPI_ISL_335009	2018-04-02	Asia / China / Guizhou	Human	gisaid_meta_2018.xls
A/GUIZHOUQINGZHEN/1968/2016	A/Guizhou-Qingzhen/1968/2016	EPI_ISL_242492	2016-12-06	Asia / China / Guizhou	Human	gisaid_meta_2015-2016.xls
A/GUIZHOUQINGZHEN/1968/2016	A/Guizhou-Qingzhen/1968/2016	EPI_ISL_255328	2016-12-06	Asia / China	Human	gisaid_meta_2015-2016.xls
A/GUIZHOUXINYI/1799/2014	A/Guizhou-Xinyi/1799/2014	EPI_ISL_168731	2014-10-07	Asia / China / Guizhou	Human	gisaid_meta_2011-2014.xls
A/GUIZHOUXINYI/1799/2014	A/Guizhou-Xinyi/1799/2014	EPI_ISL_171401	2014-10-07	Asia / China	Human	gisaid_meta_2011-2014.xls
A/GUMUSHANE/150/2014	A/Gumushane/150/2014	EPI_ISL_155898	2014-01-08	Asia / Turkey	Human	gisaid_meta_2011-2014.xls
A/GUNMA/16/2005	A/GUNMA/16/2005	EPI_ISL_17404	2005-01-17	Asia / Japan	Human	gisaid_meta_2010.xls
A/GUYANE/1742/2015	A/Guyane/1742/2015	EPI_ISL_191734	2015-01-23	South America / French Guiana	Human	gisaid_meta_2015-2016.xls
A/GUYANE/1742/2015	A/Guyane/1742/2015	EPI_ISL_196603	2015-01-23	Europe / France	Human	gisaid_meta_2015-2016.xls
A/GUYANE/1749/2015	A/Guyane/1749/2015	EPI_ISL_191736	2015-03-20	South America / French Guiana	Human	gisaid_meta_2015-2016.xls
A/GUYANE/1749/2015	A/Guyane/1749/2015	EPI_ISL_196604	2015-03-20	Europe / France	Human	gisaid_meta_2015-2016.xls
A/GUYANE/1750/2015	A/Guyane/1750/2015	EPI_ISL_191737	2015-03-23	South America / French Guiana	Human	gisaid_meta_2015-2016.xls
A/GUYANE/1750/2015	A/Guyane/1750/2015	EPI_ISL_196605	2015-03-23	Europe / France	Human	gisaid_meta_2015-2016.xls
A/GYEONGBUK/1039/2018	A/Gyeongbuk/1039/2018	EPI_ISL_321846	2018-02-13	Asia / Korea, Republic of	Human	gisaid_meta_2018.xls
A/HAMBURG/1/2012	A/Hamburg/1/2012	EPI_ISL_107850	2012-01-09	Europe / Germany	Human	gisaid_meta_2011-2014.xls
A/HANNOVER/154/2003	A/HANNOVER/154/2003	EPI_ISL_67185	2003-03-07	Europe / Germany / Lower Saxony	Human	gisaid_meta_2010.xls
A/HANNOVER/31/2002	A/HANNOVER/31/2002	EPI_ISL_187310	2002	Europe / Germany	Human	gisaid_meta_2010.xls
A/HANNOVER/31/2002	A/HANNOVER/31/2002	EPI_ISL_67633	2002	Europe / Germany / Lower Saxony	Human	gisaid_meta_2010.xls
A/HANNOVER/8/2002	A/HANNOVER/8/2002	EPI_ISL_188211	2002	Europe / Germany	Human	gisaid_meta_2010.xls
A/HANNOVER/8/2002	A/HANNOVER/8/2002	EPI_ISL_67634	2002	Europe / Germany / Lower Saxony	Human	gisaid_meta_2010.xls
A/HATAY/367/2014	A/Hatay/367/2014	EPI_ISL_156905	2014-01-17	Asia / Turkey	Human	gisaid_meta_2011-2014.xls
A/HENAN/JINSHUI/147/2007	A/Henan/Jinshui/147/2007	EPI_ISL_20561	2007-01-28	Asia / China	Unknown	gisaid_meta_2010.xls
A/HENAN/JINSHUI/147/2007	A/Henan/Jinshui/147/2007	EPI_ISL_20562	2007-01-28	Asia / China	Unknown	gisaid_meta_2010.xls
A/HENANXIGONG/11041/2014	A/Henan-Xigong/11041/2014	EPI_ISL_169683	2014-11-11	Asia / China / Henan	Human	gisaid_meta_2011-2014.xls
A/HENANXIGONG/11041/2014	A/Henan-Xigong/11041/2014	EPI_ISL_170296	2014-11-11	Asia / China	Human	gisaid_meta_2011-2014.xls
A/HENANXIGONG/11041/2014	A/Henan-Xigong/11041/2014	EPI_ISL_172767	2014-11-11	Asia / China	Human	gisaid_meta_2011-2014.xls
A/HESSEN/14/2017	A/Hessen/14/2017	EPI_ISL_253526	2017-01-26	Europe / Germany	Human	gisaid_meta_2017.xls
A/HESSEN/14/2017	A/Hessen/14/2017	EPI_ISL_273145	2017-01-26	Europe / Germany	Human	gisaid_meta_2017.xls
A/HESSEN/34/2019	A/Hessen/34/2019	EPI_ISL_355050	2019-02-18	Europe / Germany	Human	gisaid_meta_2019.xls
A/HESSEN/42/2019	A/Hessen/42/2019	EPI_ISL_358037	2019-02-27	Europe / Germany	Human	gisaid_meta_2019.xls
A/HESSEN/5/2010	A/Hessen/5/2010	EPI_ISL_187864	2010-12-13	Europe / Germany	Human	gisaid_meta_2010.xls
A/HESSEN/5/2010	A/Hessen/5/2010	EPI_ISL_86052	2010-12-13	Europe / Germany	Human	gisaid_meta_2010.xls
A/HESSEN/56/2019	A/Hessen/56/2019	EPI_ISL_353322	2019-03-20	Europe / Germany	Human	gisaid_meta_2019.xls
A/HESSEN/56/2019	A/Hessen/56/2019	EPI_ISL_358039	2019-03-20	Europe / Germany	Human	gisaid_meta_2019.xls
A/HIROSHIMA/182/2000	A/Hiroshima/182/2000	EPI_ISL_187231	2000	Asia / Japan / Hiroshima	Human	gisaid_meta_2010.xls
A/HIROSHIMA/39/2004	A/HIROSHIMA/39/2004	EPI_ISL_17186	2004-01-26	Asia / Japan / Hiroshima	Human	gisaid_meta_2010.xls
A/HIROSHIMA/39/2004	A/HIROSHIMA/39/2004	EPI_ISL_185483	2004-01-26	Asia / Japan / Hiroshima	Human	gisaid_meta_2010.xls
A/HIROSHIMAC/53/2011	A/HIROSHIMA-C/53/2011	EPI_ISL_100521	2011-10-29	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/HIROSHIMAC/53/2011	A/HIROSHIMA-C/53/2011	EPI_ISL_103620	2011-10-29	Asia / Japan	Human	gisaid_meta_2011-2014.xls
A/HOKKAIDO/6/2015	A/HOKKAIDO/6/2015	EPI_ISL_191939	2015-02-09	Asia / Japan	Human	gisaid_meta_2015-2016.xls
A/HOKKAIDO/6/2015	A/Hokkaido/6/2015	EPI_ISL_201690	2015-02-09	Asia / Japan	Human	gisaid_meta_2015-2016.xls
A/HONG KONG/1/1968	A/Hong Kong/1/1968	EPI_ISL_69274	1968	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1100/2018	A/Hong Kong/1100/2018	EPI_ISL_320631	2018-06-12	Asia / Hong Kong (SAR)	Human	gisaid_meta_2018.xls
A/HONG KONG/1110/2018	A/Hong Kong/1110/2018	EPI_ISL_320632	2018-06-10	Asia / Hong Kong (SAR)	Human	gisaid_meta_2018.xls
A/HONG KONG/1143/2002	A/Hong Kong/1143/2002	EPI_ISL_186545	2002-06-06	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1143/2002	A/Hong Kong/1143/2002	EPI_ISL_67641	2002-06-06	Asia / China	Human	gisaid_meta_2010.xls
A/HONG KONG/1159/2003	A/Hong Kong/1159/2003	EPI_ISL_67189	2003-06-16	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1173/2003	A/Hong Kong/1173/2003	EPI_ISL_188370	2003-06-20	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1173/2003	A/Hong Kong/1173/2003	EPI_ISL_67190	2003-06-20	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/11743/2015	A/Hong Kong/11743/2015	EPI_ISL_193169	2015-06-09	Asia / Hong Kong (SAR)	Human	gisaid_meta_2015-2016.xls
A/HONG KONG/1186/2003	A/Hong Kong/1186/2003	EPI_ISL_357706	2003-09-12	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/120/2017	A/Hong Kong/120/2017	EPI_ISL_253105	2017-01-04	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/1251/2001	A/Hong Kong/1251/2001	EPI_ISL_187727	2001-08-25	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1256/2003	A/Hong Kong/1256/2003	EPI_ISL_67191	2003-07-15	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1269/2001	A/Hong Kong/1269/2001	EPI_ISL_186639	2001-08-29	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1399/2000	A/Hong Kong/1399/2000	EPI_ISL_186636	2000-06-10	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1418/2000	A/Hong Kong/1418/2000	EPI_ISL_186472	2000-06-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1573/2000	A/Hong Kong/1573/2000	EPI_ISL_188121	2000-07-27	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1585/2000	A/Hong Kong/1585/2000	EPI_ISL_187772	2000-07-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/1710/2005	A/Hong Kong/1710/2005	EPI_ISL_64659	2005-04-25	Asia / China	Human	gisaid_meta_2010.xls
A/HONG KONG/201/2005	A/Hong Kong/201/2005	EPI_ISL_64660	2005-02-23	Asia / China	Human	gisaid_meta_2010.xls
A/HONG KONG/2019/1999	A/Hong Kong/2019/1999	EPI_ISL_5522620	1999	Asia / Hong Kong (SAR) / Mill Hill	Human	gisaid_meta_2010.xls
A/HONG KONG/2180/2010	A/Hong Kong/2180/2010	EPI_ISL_187958	2010-07-09	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/2180/2010	A/Hong Kong2180//2010	EPI_ISL_79618	2010-07-09	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/223/2005	A/Hong Kong/223/2005	EPI_ISL_64661	2005-02-24	Asia / China	Human	gisaid_meta_2010.xls
A/HONG KONG/2262/2016	A/Hong Kong/2262/2016	EPI_ISL_237574	2016-07-28	Asia / Hong Kong (SAR)	Human	gisaid_meta_2015-2016.xls
A/HONG KONG/2267/2017	A/Hong Kong/2267/2017	EPI_ISL_269008	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2267/2017	A/Hong Kong/2267/2017	EPI_ISL_280265	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2268/2006	A/Hong Kong/2268/2006	EPI_ISL_13561	2006	Asia / Hong Kong (SAR)	Human	gisaid_meta_2010.xls
A/HONG KONG/2271/2016	A/Hong Kong/2271/2016	EPI_ISL_237575	2016-07-28	Asia / Hong Kong (SAR)	Human	gisaid_meta_2015-2016.xls
A/HONG KONG/2273/2017	A/Hong Kong/2273/2017	EPI_ISL_269013	2017-05-21	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2273/2017	A/Hong Kong/2273/2017	EPI_ISL_280268	2017-05-21	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2274/2017	A/Hong Kong/2274/2017	EPI_ISL_269014	2017-05-20	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2274/2017	A/Hong Kong/2274/2017	EPI_ISL_274779	2017-05-20	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2274/2017	A/Hong Kong/2274/2017	EPI_ISL_280269	2017-05-20	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_16706698	2017	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_16891346	2017	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_269017	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_274780	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_280270	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_289024	2017-05-19	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
A/HONG KONG/2277/2017	A/Hong Kong/2277/2017	EPI_ISL_289715	2017	Asia / Hong Kong (SAR)	Human	gisaid_meta_2017.xls
